Date,Start (ET),Visitor/Neutral,Home/Neutral,home_perc,away_perc
Mon Mar 2 2020,7:00p,Portland Trail Blazers,Orlando Magic,69.90%,30.10%
Mon Mar 2 2020,7:30p,Memphis Grizzlies,Atlanta Hawks,47.45%,52.55%
Mon Mar 2 2020,7:30p,Milwaukee Bucks,Miami Heat,39.19%,60.81%
Mon Mar 2 2020,8:00p,Dallas Mavericks,Chicago Bulls,27.86%,72.14%
Mon Mar 2 2020,8:30p,Indiana Pacers,San Antonio Spurs,61.98%,38.02%
Tue Mar 3 2020,7:00p,San Antonio Spurs,Charlotte Hornets,39.41%,60.59%
Tue Mar 3 2020,7:30p,Brooklyn Nets,Boston Celtics,79.46%,20.54%
Tue Mar 3 2020,8:00p,Minnesota Timberwolves,New Orleans Pelicans,70.10%,29.90%
Tue Mar 3 2020,8:00p,Los Angeles Clippers,Oklahoma City Thunder,63.77%,36.23%
Tue Mar 3 2020,9:00p,Golden State Warriors,Denver Nuggets,82.48%,17.52%
Tue Mar 3 2020,9:00p,Toronto Raptors,Phoenix Suns,39.23%,60.77%
Tue Mar 3 2020,10:00p,Philadelphia 76ers,Los Angeles Lakers,76.76%,23.24%
Tue Mar 3 2020,10:00p,Washington Wizards,Sacramento Kings,58.06%,41.94%
Wed Mar 4 2020,7:00p,Boston Celtics,Cleveland Cavaliers,32.47%,67.53%
Wed Mar 4 2020,7:00p,Oklahoma City Thunder,Detroit Pistons,40.48%,59.52%
Wed Mar 4 2020,7:00p,Indiana Pacers,Milwaukee Bucks,81.62%,18.38%
Wed Mar 4 2020,7:30p,Memphis Grizzlies,Brooklyn Nets,53.70%,46.30%
Wed Mar 4 2020,7:30p,Utah Jazz,New York Knicks,76.66%,23.34%
Wed Mar 4 2020,7:30p,Orlando Magic,Miami Heat,33.70%,66.30%
Wed Mar 4 2020,8:00p,Chicago Bulls,Minnesota Timberwolves,66.36%,33.64%
Wed Mar 4 2020,9:30p,New Orleans Pelicans,Dallas Mavericks,68.82%,31.18%
Wed Mar 4 2020,10:00p,Washington Wizards,Portland Trail Blazers,65.14%,34.86%
Thu Mar 5 2020,7:00p,Denver Nuggets,Charlotte Hornets,36.98%,63.02%
Thu Mar 5 2020,8:00p,Los Angeles Clippers,Houston Rockets,68.31%,31.69%
Thu Mar 5 2020,10:00p,Philadelphia 76ers,Sacramento Kings,51.85%,48.15%
Thu Mar 5 2020,10:30p,Toronto Raptors,Golden State Warriors,30.16%,69.84%
Fri Mar 6 2020,7:00p,Atlanta Hawks,Washington Wizards,69.86%,30.14%
Fri Mar 6 2020,7:30p,San Antonio Spurs,Brooklyn Nets,54.62%,45.38%
Fri Mar 6 2020,7:30p,Oklahoma City Thunder,New York Knicks,36.88%,63.12%
Fri Mar 6 2020,8:00p,Indiana Pacers,Chicago Bulls,68.13%,31.87%
Fri Mar 6 2020,8:00p,Orlando Magic,Minnesota Timberwolves,40.71%,59.29%
Fri Mar 6 2020,8:00p,Miami Heat,New Orleans Pelicans,58.01%,41.99%
Fri Mar 6 2020,8:00p,Utah Jazz,Boston Celtics,43.54%,56.46%
Fri Mar 6 2020,8:30p,Memphis Grizzlies,Dallas Mavericks,72.09%,27.91%
Fri Mar 6 2020,9:00p,Portland Trail Blazers,Phoenix Suns,50.29%,49.71%
Fri Mar 6 2020,10:30p,Milwaukee Bucks,Los Angeles Lakers,56.56%,43.44%
Sat Mar 7 2020,5:00p,Houston Rockets,Charlotte Hornets,30.53%,69.47%
Sat Mar 7 2020,7:00p,Utah Jazz,Detroit Pistons,30.87%,69.13%
Sat Mar 7 2020,7:30p,Denver Nuggets,Cleveland Cavaliers,35.36%,64.64%
Sat Mar 7 2020,8:00p,Atlanta Hawks,Memphis Grizzlies,75.04%,24.96%
Sat Mar 7 2020,8:30p,Philadelphia 76ers,Golden State Warriors,35.47%,64.53%
Sat Mar 7 2020,10:00p,Sacramento Kings,Portland Trail Blazers,65.61%,34.39%
Sun Mar 8 2020,3:00p,Chicago Bulls,Brooklyn Nets,70.29%,29.71%
Sun Mar 8 2020,3:30p,New Orleans Pelicans,Minnesota Timberwolves,55.68%,44.32%
Sun Mar 8 2020,3:30p,Los Angeles Lakers,Los Angeles Clippers,41.90%,58.10%
Sun Mar 8 2020,6:00p,Oklahoma City Thunder,Boston Celtics,65.79%,34.21%
Sun Mar 8 2020,6:00p,Milwaukee Bucks,Phoenix Suns,29.86%,70.14%
Sun Mar 8 2020,7:00p,Miami Heat,Washington Wizards,73.80%,26.20%
Sun Mar 8 2020,7:00p,Indiana Pacers,Dallas Mavericks,76.61%,23.39%
Sun Mar 8 2020,7:00p,Orlando Magic,Houston Rockets,40.92%,59.08%
Sun Mar 8 2020,7:30p,Detroit Pistons,New York Knicks,38.30%,61.70%
Sun Mar 8 2020,7:30p,San Antonio Spurs,Cleveland Cavaliers,47.79%,52.21%
Sun Mar 8 2020,9:00p,Toronto Raptors,Sacramento Kings,41.46%,58.54%
Mon Mar 9 2020,7:30p,Charlotte Hornets,Atlanta Hawks,59.59%,40.41%
Mon Mar 9 2020,9:00p,Milwaukee Bucks,Denver Nuggets,38.11%,61.89%
Mon Mar 9 2020,9:00p,Toronto Raptors,Utah Jazz,53.78%,46.22%
Tue Mar 10 2020,7:00p,New York Knicks,Washington Wizards,65.83%,34.17%
Tue Mar 10 2020,7:00p,Boston Celtics,Indiana Pacers,73.48%,26.52%
Tue Mar 10 2020,8:00p,Minnesota Timberwolves,Houston Rockets,57.68%,42.32%
Tue Mar 10 2020,8:00p,Dallas Mavericks,San Antonio Spurs,78.97%,21.03%
Tue Mar 10 2020,8:00p,Orlando Magic,Memphis Grizzlies,63.53%,36.47%
Tue Mar 10 2020,8:00p,Cleveland Cavaliers,Chicago Bulls,52.52%,47.48%
Tue Mar 10 2020,10:00p,Phoenix Suns,Portland Trail Blazers,61.04%,38.96%
Tue Mar 10 2020,10:30p,Brooklyn Nets,Los Angeles Lakers,31.45%,68.55%
Tue Mar 10 2020,10:30p,Los Angeles Clippers,Golden State Warriors,82.52%,17.48%
Wed Mar 11 2020,7:00p,Detroit Pistons,Philadelphia 76ers,78.94%,21.06%
Wed Mar 11 2020,7:30p,New York Knicks,Atlanta Hawks,67.32%,32.68%
Wed Mar 11 2020,7:30p,Charlotte Hornets,Miami Heat,82.58%,17.42%
Wed Mar 11 2020,8:00p,Denver Nuggets,Dallas Mavericks,67.72%,32.28%
